,Unnamed: 0,代号,时间,链接,标题,内容,结果,和值
68,68,688148,2021-07-06 21:29:01,http://finance.eastmoney.com/a/202107061986677681.html,证监会同意宏微科技、高铁电气、禾信仪器、芳源股份科创板IPO注册,"据“证监会发布”今晚消息，近日，证监会按法定程序同意以下企业科创板首次公开发行股票注册：江苏宏微科技股份有限公司、中铁高铁电气装备股份有限公司、广州禾信仪器股份有限公司、广东芳源环保股份有限公司。上述企业及其承销商将分别与上海证券交易所协商确定发行日程，并陆续刊登招股文件。
",1,3
69,69,688148,2021-07-06 20:13:30,http://stock.eastmoney.com/a/202107061986658333.html,证监会同意4家企业科创板IPO注册,"近日，证监会按法定程序同意以下企业科创板首次公开发行股票注册：江苏宏微科技股份有限公司、中铁高铁电气装备股份有限公司、广州禾信仪器股份有限公司、广东芳源环保股份有限公司。上述企业及其承销商将分别与上海证券交易所协商确定发行日程，并陆续刊登招股文件。
",1,3
70,70,688148,2021-06-17 14:06:51,http://stock.eastmoney.com/a/202106171964137444.html,科创板速递：6月16日3家企业上市申请上交所获受理,"6月16日，上交所新受理3家企业科创板上市申请，累计已受理企业达579家。已受理企业的审核状态为已问询、上市委会议通过、提交注册、注册生效、不予注册、终止、终止注册、暂缓审议、中止(财报更新)的分别有54家、9家、42家、317家、1家、109家、6家、2家、23家。
证券时报·数据宝统计显示，6月16日上交所新增受理3家企业的科创板上市申请，分别是北京英诺特生物技术股份有限公司、陕西莱特光电材料股份有限公司、中触媒新材料股份有限公司。
英诺特主营业务为POCT快速诊断产品研发、生产和销售。
莱特光电主营业务为OLED有机材料的研发、生产和销售。
中触媒主营业务为特种分子筛及催化新材料产品的研发、生产、销售及化工技术、化工工艺服务。(数据宝)
科创板受理企业动态
注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
科创零距离
科创板、受理进度、科创板速递、终止、终止、注册生效、受理、问询
",-1,16
71,71,688148,2021-06-04 14:23:58,http://stock.eastmoney.com/a/202106041949525327.html,科创板日报：圣湘生物入选“科创50”指数样本股,"今日(6月04日)科创板日报主要内容有：12只科创板股融资余额增幅超10%；赛诺医疗涨停 10只科创板涨超5%；圣湘生物入选“科创50”指数样本股；思科瑞冲刺科创板欲独立上市；甬矽电子拟科创板IPO 上市辅导已完成。
市场动态：
12只科创板股融资余额增幅超10%
数据宝统计显示，3日共有133只科创板个股融资余额环比增加。其中，12股融资余额增幅超过10%。融资余额增幅较大的有仕佳光子、佳华科技、道通科技、博汇科技、浩欧博等股。
赛诺医疗涨停 10只科创板涨超5%
6月4日盘中科创板股赛诺医疗涨停，截至10:31，股价报13.28元，成交1.99亿元，换手率5.65%，振幅22.40%。
科创板融资余额增加1.57亿元
3日，科创板两融余额合计607.64亿元，较上一交易日减少0.36亿元。其中，融资余额合计391.05亿元，较上一交易日增加1.57亿元；融券余额合计216.59亿元，较上一交易日减少1.93亿元。
热点聚焦：
圣湘生物入选“科创50”指数样本股
5月28日，上交所发布公告，根据指数规则，经指数专家委员会审议，上海证券交易所与中证指数有限公司决定调整科创50等指数样本，圣湘生物等5只股票调入“科创50”指数样本。
俩月暴涨77%！这只芯片股两大股东宣布：要减持了
作为一只数字货币概念股，乐鑫科技近期股价一路飙涨，两个月内大涨77%，周四盘中更是一度涨超10%。而公司股价刚经过一波暴涨后，两股东便宣布减持。
“嫁入”航锦科技未果思科瑞冲刺科创板欲独立上市
成都思科瑞微电子股份有限公司(简称“思科瑞”)科创板IPO申请近日获得上交所受理。公司实控人张亚旗下另一家公司国光电气已提交科创板注册申请。
公司资讯：
甬矽电子拟科创板IPO 上市辅导已完成
资本邦了解到，近日，甬矽电子(宁波)股份有限公司披露关于首次公开发行股票并在科创板上市辅导工作总结报告。
纳芯微冲科创板：上游受制于芯片产能 下游应收款大增
2021年5月28日，苏州纳芯微电子股份有限公司(简称“纳芯微”)递交了上市材料，拟登陆科创板。光大证券为主承销商。
呈和科技：将于2021年6月7日在上海证券交易所科创板上市
呈和科技(688625)将于2021年6月7日在上海证券交易所科创板上市，本次公开发行的股票数量：3333.3400万股，全部为公开发行的新股。
思科瑞冲刺科创板欲独立上市
可靠性检测技术国内一流，思科瑞主营业务为军用电子元器件可靠性检测服务，具体包括电子元器件的测试与可靠性筛选试验、破坏性物理分析(DPA)、失效分析与可靠性管理技术支持。思科瑞检测的军用电子元器件的下游应用涉及航天、航空、船舶、兵器、核工业、电子等领域。
厦钨新能科创板IPO已提交注册
6月3日，厦门厦钨新能源材料股份有限公司(简称“厦钨新能”)科创板IPO已提交注册。兴业证券为其保荐机构，拟募资15亿元。
芳源股份科创板IPO已提交注册
6月3日，广东芳源环保股份有限公司(简称“芳源股份”)科创板IPO已提交注册。中金公司为其保荐机构，拟募资10.5亿元。
科创板日报系列报道：
6月02日科创板日报：178只科创板股融资余额环比增加
6月03日科创板日报：力合微等10只科创板股融资余额增幅超20%
",-1,24
72,72,688148,2021-06-04 11:00:57,http://finance.eastmoney.com/a/202106041949238664.html,芳源股份科创板IPO已提交注册,"6月3日，广东芳源环保股份有限公司(简称“芳源股份”)科创板IPO已提交注册。中金公司为其保荐机构，拟募资10.5亿元。
芳源股份通过回收含镍、铜、钴的有色金属工业废物，运用先进的湿法冶金技术，生产镍、铜、钴等高品质化工原料——电镀级硫酸镍、电解铜、硫酸钴，以及镍氢电池正极材料——球形氢氧化镍系列产品和锂电正极材料——NCM、NCA系列产品。
",1,3
73,73,688148,2021-05-27 18:24:53,http://finance.eastmoney.com/a/202105271939080195.html,新会9家企业获2020年度“黄金十条”奖励,"广州日报讯 (全媒体记者黄文生)昨天，在江门市新会区召开的推进“3+N”产业集群发展大会上，9家企业获2020年度新会区“黄金十条”奖励。
9家企业分别为：无限极(中国)有限公司、中车广东轨道交通车辆有限公司、李锦记(新会)食品有限公司、维达纸业(中国)有限公司、中集车辆(江门市)有限公司、广东芳源环保股份有限公司、广东华糖实业有限公司、江门旭弘磁材有限公司、江门市浩盈实业有限公司。
",1,4
74,74,688148,2021-05-27 14:57:23,http://finance.eastmoney.com/a/202105271938623177.html,冲刺千亿GDP强区！江门市新会区正式启动“3+N”产业集群“链长制”,"5月26日下午，广东江门市新会区组织召开了推进“3+N”产业集群发展大会，并推出了《新会区培育发展“3+N”产业集群行动方案》(下称《行动方案》)及相关政策措施。会上，江门市新会区正式启动“3+N”产业集群“链长制”，并提出大力推进稳链补链强链延链控链工作，向千亿GDP强区的目标加速迈进。
具体而言，江门新会区确定了“3+N”产业集群作为重点培育发展方向。其中，“3”代表大健康、新材料、高端装备制造三大新兴产业，力争到2025年规模年均增速10%以上；“N”代表纸及纸制品、金属制品、纺织化纤、建筑材料等传统优势产业，力争到2025年营业收入年均增长与全省经济社会发展增速基本相当。
据21世纪经济报道记者了解，江门新会区工业基础扎实，产品门类丰富，工业体系完备，2020年全区规上工业企业575家，高新技术企业428家，实现规模以上工业总产值1120.01亿元，规模以上工业增加值295.4亿元。其中，产值超亿元的企业158家，超10亿元的企业24家。
根据《行动方案》，新会区将加大产业招商引资力度，积极开展精准招商，重点引进集成能力强、市场占有率高、产业链拉动作用大的链主企业和关键领域核心企业。以链主企业、重大项目为支撑骨架，全力打造全产业链条。
新会区还要梯度培育优质企业，重点培育一批“3+N”产业集群链主企业，对链主企业给予认定、项目引荐等方面的奖励，发挥链主企业的引导和带动产业集群加快集聚发展。加强链式服务，对链主企业和核心配套企业建立常态化“暖企”服务机制。
广东芳源环保股份有限公司负责人表示，作为新会区新材料产业链的“链主”企业，公司将发挥“链主”的带领作用，积极推进产业配套本地化。
“为加快培育新材料战略性新兴产业集群，公司将在产业链上下游，如镍钴原材料生产、动力电池回收、动力电池制造厂等领域，配合政府招商引资。”该负责人说。
为了强化产业要素资源保障，《行动方案》还强化了重点企业、项目、平台的用海、用林、用能、人才、资金、环保等要素资源的支撑保障。
江门新会区发改局相关负责人表示，发改局将持续推进承诺制审批和容缺审批，大幅度缩减项目前期工作时间，简化审批流程加快项目落地，以保障重点项目加速落地新会。
“今年我区共安排重点项目163个，年度计划投资269亿元，目前重点项目建设进度理想，我们将对重点项目实行全流程跟进，推动产业项目和三大万亩园区基础设施项目加快建设。”该负责人说。
",1,36
75,75,688148,2021-05-20 00:58:31,http://finance.eastmoney.com/a/202105191928444096.html,江门招商引资加速度：政府培土、资本壮苗 打造雁形上市梯队,"“江门土地开发强度仅有12%，是粤港澳大湾区内唯一具备可大规模连片开发土地的地级市，广东正在珠海、江门谋划建设大型产业园区，为承接重大产业项目提供了充足空间。”日前，江门市市长吴晓晖在一场推进“5+N”产业集群发展的大会现场，向数百名潜在投资江门的企业家热情推介。
近年来，江门在招商引资上跑出了加速度。
2020年，江门共推动了213个投资超亿元项目动工建设，投资总额达1556亿元。今年一季度，128个重大项目集中动工(投产)，投资额达336亿元。时隔数月后的5月18日，江门再次组织了15个重大项目现场签约，总投资额达348亿元。
之所以有如此成绩，在受访专家看来，主要是由于江门通过启动“5+N”产业集群系列扶持政策，牢牢抓住链主企业和产业集群的关键抓手，向外界释放了加快先进制造业发展的强烈信号。
吴晓晖透露，未来几年，将向企业提供40亿元的财政扶持资金、200亿元的产业发展基金、超5300亿元的银行授信额度、每年5000亩的用地规模和超19万名产业人才等资源要素，用来大力支持“5+N”产业集群发展。
珠江西岸崛起“投资热土”
围棋布局讲究棋眼，占据棋眼则赢得主动和先机。在受访专家看来，江门崛起为投资热土的一个重要原因就在于，找准了棋眼。
所谓棋眼，便是产业链“链主”。作为一种具有创造性的产业治理实践手段，“产业链长制”“企业链主制”已成为多个省市推动产业转型升级的重要抓手。
江门经过前期收集2500家工业企业的基础数据，多轮走访、座谈、讨论和论证，最终选定了第一批7家“链主”企业，以及一批后备“链主”企业。
据江门市副市长蔡德威透露，江门针对实际情况选出了“链长”和“链主”，共同推进产业集群的培育发展。其中，“链长”主要负责组织统筹相关产业集群的发展规划，协调解决发展中的困难和问题。“链主”则负责发挥企业在行业的影响力，推动产业链的资源整合和技术创新，利用自身优势以商招商，壮大产业集群。
江门为鼓励链主企业发展，在资金扶持等多方面做了全方位政策扶持。具体来看，包括对经评定的“链主”企业，每家给予最高1000万元奖励；为鼓励企业登陆资本市场，成功上市最高奖励565万元。
作为江门“链主”企业的大长江集团是我国最大的摩托车企业，大长江集团副总经理杨光玉在接受21世纪经济报道记者采访时表示，公司近年来向锂电池智能摩托车产业链上下游延伸，近日已经和雅迪合作共建下游智能换电站企业，未来还会通过投资或收购的方式进军上游锂电池制造，并尽力推动相关企业落户江门。
大长江集团并非个例。据江门市工信局透露，今年以来，江门已先后引进50亿元的巴德富环保新材料项目、20亿元的福斯特新材料项目、5亿元的芳源威立雅三元锂电前驱体项目等。福斯特新材料华南生产基地项目将落户新会珠西新材料集聚区，计划年内动工建设。
江门如此力度，也引来了资本与机构青睐。据21世纪经济报道记者了解，总部位于江苏南京的毅达资本已在江门设立了首期创投基金，其基金投资团队深耕江门超过10年时间。
毅达资本合伙人、毅达汇顺总经理涂鋆告诉21世纪经济报道记者，“江门在新材料、高端制造等领域有一定的产业基础，也涌现了领益智造、世运电路等优秀企业，相信在市政府的引导及各方的共同努力下，未来打造可持续的上市企业梯队仍有很大的潜力。”
同样深耕江门多年的还有中金公司，其相关负责人表示，“中金公司也将继续助力江门本土优质企业，参与企业境内外上市、收购兼并、股权融资、债券融资等资本运作环节，优化企业股权结构和公司治理，助力江门企业实现高质量发展。”
梯队培育资本市场“江门板块”
企业要做大做强，有了政府“培土”浇灌，还少不了资本助力“壮苗”。自1994年江门第一家企业登陆主板后，仅个别年份有新增上市公司。尤其是2018-2020年，江门已连续近3年无新增上市企业。
近日，江门的资本市场迎来“开门红”。江门企业广东奇德新材料股份有限公司(下称“奇德新材”)在创业板首次获批公开发行股票注册，这是创业板注册制实施后，江门新增的首家上市公司。
奇德新材从2019年12月3日上市辅导到2021年4月7日创业板首次公开发行股票注册获证监会同意，用了不到一年半时间。在奇德新材董事长饶德生看来，公司能够快速走进资本市场，离不开江门政府的大力推动和良好的资本市场生态。
2020年11月，江门市政府对外发布了《“金种子”三年行动方案》，助力江门企业抢抓资本市场注册制改革机遇。如今，江门已培育了一批可持续的上市后备企业梯队，形成了“雁形”上市梯队。
截至目前，江门上市企业已达12家，1家获证监会同意注册，2家企业成功过会，1家企业申报IPO并获受理，4家企业进入广东省证监局上市辅导，“金种子库”初步形成，掀起江门资本市场建设新高潮。
在“金种子”三年行动方案基础上，江门进行了新一轮加码，增加支持企业进行股改、H股回归A股、异地上市公司迁入本地、新三板创新层挂牌、广东股交科技创新专板挂牌等的内容。
为鼓励企业在科创板、创业板上市，江门对此类企业也进行了加码奖励，在此前基础上再奖励100万元，企业成功上市最高可获565万元的奖励，全方位支持企业根据自身情况选择不同层次的资本市场，选择合适的赛道发展。
江门市金融局相关负责人表示，江门将通过落实“金种子”三年行动方案，不断完善企业上市扶持政策配套，不断优化资本市场生态环境，为的是让更多“金种子”尽快长成“金梧桐”，吸引更多“金凤凰”落地江门，全力支撑“5+N”先进制造业集群做大做强。
吴晓晖表示，要积极打造资本市场的“江门板块”，促进基金业、证券业集聚，全面提升金融服务产业集群的能力。尤其是发挥好200亿元产业基金的引导功能和市场效应，撬动产业转型升级、做大做强。
据21世纪经济报道记者了解，《江门市培育发展“5+N”产业集群行动方案》提出，力争到2025年，新材料、大健康(含食品)、新一代信息技术、金属制品等4个产业集群产值超1000亿元，高端装备制造、新能源汽车及零部件、家电、造纸和印刷、纺织服装、摩托车等6个产业集群产值超500亿元。
",1,113
76,76,688148,2021-05-19 00:53:58,http://finance.eastmoney.com/a/202105181926793992.html,江门资本带动产业集聚：引入超200亿元产业基金 赋能产业集群“链主”,"与江门站一道之隔的中车广东轨道交通车辆有限公司(下称“中车广东”)，偌大的生产维修车间里，数节崭新的城际列车车厢整装待发，即将下线运营。
正是这家轨道交通领域的绝对龙头企业，帮助位于江门的广东轨道交通产业园集聚了产业链上下游近20家企业。这便是“链主”企业的魅力。
江门对此认识深刻。5月18日，江门市专门召开了推进“5+N”产业集群发展大会，并启动“5+N”产业集群“链长制”。所谓“5+N”，即新材料、大健康、新一代信息技术、高端装备制造、新能源汽车及零部件五大新兴产业集群，与金属制品、造纸和印刷、纺织服装、家电、摩托车等传统特色优势产业集群。
据江门市副市长蔡德威透露，经过前期收集2500家工业企业的基础数据，多轮走访、座谈、讨论和论证，最终选定了第一批7家“链主”企业，以及一批后备“链主”企业，中车广东就是其中一家。
江门会给予7家“链主”企业每家最高1000万元的奖励，用于支持“链主”企业做大做强、奖励链主企业以商引商促进产业集聚、提供产业链公共服务等方面。同时，江门各部门还会新出台一揽子扶持政策，加大骨干企业培育、招商引资等，培育和认定更多的“链主”企业。
引导“链主”企业发挥集聚作用
大会现场，高盛智能装备制造基地、巴德富新材料华南基地等15个“5+N”产业集群重大项目现场签约，计划总投资348亿元。
据江门市工信局透露，今年以来，江门已先后引进50亿元的巴德富环保新材料项目、20亿元的福斯特新材料项目、5亿元的芳源威立雅三元锂电前驱体项目等。福斯特新材料华南生产基地项目将落户新会珠西新材料集聚区，计划年内动工建设。
这仅是大项目落地江门的一个缩影。长期关注江门的人不难发现，江门已经逐渐形成了产业集聚态势。
今年一季度，江门五大新兴产业占据全市工业半壁江山，一季度实现增加值144.66亿元，占全市规上工业的52.2%。其中，新一代信息技术增加值增长接近翻倍，增长96.2%，新材料增长49.2%。
与此同时，江门传统特色优势产业也在不断做大做强，一季度实现工业增加值91.74亿元，增长42.2%。其中，占比最大的金属制品行业增长51.9%，家电行业增长49.3%，摩托车及零部件更是大幅增长67.2%。
毅达资本合伙人、毅达汇顺总经理涂鋆告诉21世纪经济报道记者，江门作为粤港澳大湾区辐射粤西地区的重要枢纽，与广佛都市圈、深港澳经济圈构成了粤港澳大湾区“黄金三角地带”，而且江门作为大湾区土地资源最丰富的城市之一，为外地企业落地江门提供了良好的发展空间。
他注意到，尤其在广深等一线城市的土地资源日益稀缺的背景下，江门不断利用优势承接产业资源外溢。江门提出，加强与深圳、广州的产业对接合作，形成“广深总部+江门基地”“广深研发+江门制造”合作模式。
涂鋆认为，要提升江门产业集群发展质量，一方面可以依托新技术或创新模式推动传统企业转型升级，一方面可以通过政府和创新资本“招才引智”带来的新产业链主。
江门市市长吴晓晖认为，“链主”企业就是要发挥行业“带头大哥”的作用，主动共享创新平台、检测平台等资源，大力开展本地化采购，推动配套企业落户江门，引领、带动相关产业链协同企业加快发展。
江门市大长江集团有限公司(下称“大长江集团”)作为江门摩托车产业集群的“链主”企业，深耕摩托车产业近30年，在江门共有64家零部件供应商，是中国目前最大的集研发、制造、销售和服务为一体的摩托车企业。
大长江集团副总经理杨光玉在接受21世纪经济报道记者采访时表示，“作为链主企业，未来会进一步提高配套企业本地化比例，投入资源重点推进和扶持本地供应商的开发能力、质量保证能力。”
据他透露，大长江集团近年来将向产业链上下游延伸，有意通过投资或收购的方式，进军上游锂电池制造领域。
“今年我们公司入股了上海爱换换能源公司，主要是为锂电池智能摩托车做下游服务，通过建设换电站解决用户的里程焦虑。如果可能的话，我们将把这家企业引入江门落地。”杨光玉说。
打出资本市场“组合拳”
作为上述大会的一项重点内容，江门市金融局发布了《关于推动企业利用资本市场高质量发展专项资金管理办法》，该办法将发力于企业成长登上资本市场以及企业上市后的再融资等资本市场行为，以期降低企业的资本市场融资成本。
此次大会上，江门市工信局还与工商银行江门分行等10家银行举行授信签约仪式。未来几年，将有29家银行机构向“5+N”产业集群企业提供超过5300亿元的银行授信额度，大力支持“5+N”产业集群发展。
此外，江门市国资委与恒健控股等10家投资机构现场签约，组建了江门市产业发展基金，母基金加子基金总规模超200亿元。江门市金融局分别与5家券商现场签订战略合作协议，共同探索在江门人才岛设立证券公司一级机构，为“5+N”产业集群提供优质资本市场服务。
吴晓晖提出，要积极打造资本市场的“江门板块”，促进基金业、证券业集聚，全面提升金融服务产业集群的能力。尤其发挥好200亿元产业基金的引导功能和市场效应，撬动产业转型升级、做大做强。
江门市金融局相关负责人在接受21世纪经济报道记者采访时表示，为提升金融赋能“5+N”产业集群的能力，江门金融局制定了《江门市关于促进基金业、证券业集聚发展实施办法》，引导社会资本为“金种子”企业成长初期提供资金支持，同时吸引“金种子”企业的上下游落户江门，完善产业链配套。
大会现场，恒健集团与江门市合作设立了产业发展投资基金。广东恒健控股集团相关负责人分析，“恒健将重点关注江门市新一代信息技术等五大战略性新兴产业，通过资本优势、产业资源和专业的资本运营能力，为江门实现存量优化、增量带动，构建现代产业体系。”
涂鋆认为，政府通过设立引导基金、引入优秀创投机构落地，除了看中基金机构可以提高江门当地科技型企业的资金利用率，更看中机构背后的资源及团队能力。“基金背后的管理团队往往专注于某个行业，对各行各业的发展趋势了解得更全面，不仅能够帮助企业做一些重大决策，也可以协助企业做产业链上的整合。”
除了引入外部金融活水，吴晓晖还表示，未来三年，江门市支持“5+N”产业集群发展的财政扶持资金将在原有23亿元的基础上再增加17亿元。
“如果资金使用效率高、效果好，提前完成使用计划，我们还将追加并进一步加大投入，有力推动江门产业链、创新链、金融链、人才链深度融合。”吴晓晖说。
",1,118
77,77,688148,2021-05-17 23:09:24,http://finance.eastmoney.com/a/202105171925084379.html,江门蓄力起跑：“金种子”计划新增12家上市公司 培育“5+N”产业集群,"江门市金融局会议室内，墙上挂着的一幅“作战图”颇引人注目。
这幅《“金种子”三年行动计划2021年“作战图”》上，详细标注了数十家江门企业上市前的最新状况。广东奇德新材料股份有限公司(下称“奇德新材”)就在其中，被显眼的颜色标注为：首次公开发行股票注册获批过会，即将在深交所创业板挂牌上市。
奇德新材将成为江门市2017年以来新增的第一家上市公司，也是江门2020年播下“金种子”后收获的第一颗“果实”。奇德新材能够快速入局资本市场，得益于江门在培育资本市场生态上强有力的支持。
2020年11月，江门市政府对外发布了《推动企业利用资本市场实现高质量发展“金种子”三年行动方案(2021至2023年)》，助力江门企业抢抓资本市场注册制改革机遇。如今，江门已形成了一批可持续的上市后备企业梯队。
截至目前，江门上市企业已达12家，1家获证监会同意注册，2家企业成功过会，1家企业申报IPO并获受理，4家企业进入广东省证监局上市辅导，“金种子库”初步形成，掀起江门资本市场建设新高潮。
江门市金融局相关负责人表示，江门将通过落实“金种子”三年行动方案，不断完善企业上市扶持政策配套，不断优化资本市场生态环境，为的是让更多“金种子”尽快长成“金梧桐”，吸引更多“金凤凰”落地江门，全力支撑“5+N”先进制造业集群做大做强。
打破“冠军常有，巨头难成”怪象
江门作为粤港澳大湾区的重要节点城市，工业基础扎实、产业链条完备。据统计，在工业的41个大类行业、207个中类行业和666个小类行业中，江门拥有34个工业大类、142个工业中类、349个工业小类。
得益于此，近年来江门的特色先进制造业集群不断发展壮大，涌现了不少细分行业的“隐形冠军”。
按照江门市工信局的统计数据看，目前江门在新材料领域企业近1000家，集聚了优美科、嘉宝莉、芳源等一大批龙头企业；在大健康产业(含食品产业)规模以上企业也超过150家，包括无限极、天地壹号、特一药业等业内知名企业；装备制造行业更是诞生了中车广东、广东科杰、海目星等一批龙头企业。
但在观察人士看来，江门形成了一个“冠军常有，巨头难成”的怪象。上市公司数量是衡量一个地区产业集群发展水平的重要标准之一。而自1994年江门第一家企业登陆主板后，仅个别年份有新增上市公司。尤其是2018-2020年，江门已连续近3年无新增上市企业。
在天地壹号饮料股份有限公司副总裁张洋看来，这与江门企业家低调务实的个性有关。“珠三角地区整体氛围比较专注于自身发展，也在一定程度上造成对资本市场的认识不足。”
奇德新材就是其中一个。奇德新材董事长饶德生告诉21世纪经济报道记者，“作为江门第一家即将通过注册制上市企业，我们既没经验也没相关人才，如果不是有政府做后盾大力支持企业上市，企业不会那么快启动上市步伐。”
为了改变现状，江门市采取了积极应对措施，把培育优质上市公司作为一项长期的战略性任务、基础性工作去抓，鼓励及支持企业借助多层次资本市场力量发展壮大。
一方面，江门市金融局发布了《关于鼓励我市企业在多层次资本市场上市挂牌的实施意见》，为拟上市企业和上市培育对象企业提供“绿色通道”服务；另一方面，江门市政府发布了“金种子”三年行动方案，提出到2023年，争取新增12家境内上市公司等。
在毅达资本合伙人、毅达汇顺总经理涂鋆看来，江门很多产业实际发展已经相对成熟，但主要还是缺乏可以带动产业链发展的大型龙头企业。企业如果能够充分利用好资本市场，这对培育与壮大企业自身，作用巨大。
“天地壹号目前正在准备登陆A股主板，在筹备过程中，金融局从去年就不断与公司进行多方位多维度沟通交流，给我们上市带来了极大的信心。”张洋说。
这并非行业冠军的“福利”。通过营造良好的资本和产业环境，江门不少企业也逐渐认识到资本市场的利好，已经有100家愿意上市的企业进入“金种子库”。
恒健控股相关负责人告诉21世纪经济报道记者，“金种子”三年行动方案对于资本市场是利好消息，充分体现江门通过资本市场促进实体经济不断实现高质量发展方面的力度。
该人士认为，通过政府引导进一步提高多层次资本市场利用率、降低企业上市和并购重组过程成本，营造积极活跃的企业上市氛围，可以迅速提升江门在金融服务实体经济的能力。“相信在未来一段时期将对吸引产业、资本、人才等要素集聚发挥重要作用。”
“强骨干、借外脑”做强产业集群
21世纪经济报道记者注意到，江门为了强化科技创新支撑产业集群高质量发展，提出了推动各产业链强链补链稳链控链的建议和措施，5月18日将召开江门市推进“5+N”产业集群发展大会，并在大会上发布重大支撑政策。
“5”是指加快培育壮大高端装备制造、新一代信息技术、大健康、新能源汽车及零部件、新材料五大新兴产业；而“N”则是指做优做强金属制品、造纸和印刷、纺织服装、家电、摩托车及零部件等传统特色产业。
广发证券粤西分公司相关负责人称，江门在打造上下游产业链的发展上的难点在于技术研发支撑体系和人才资源供应。在培育优势产业集群上，江门还需加大人才、用地、融资、税收等方面的投入，进一步提升产业层级。
中金公司相关负责人认为，江门要培育优势产业集群，要加快推动传统企业数字化转型，融合工业互联网、大数据、人工智能等技术，并培育骨干龙头型企业，增强产业链带动效果。同时通过“链长制”促进产业链上下游协同发展。
张洋认为，如果江门要做大做强产业链，必须要强链、补链。“企业要想成为链主，首先要在主营业务方面具有核心竞争力，其次要有不断创新的能力，最后还要有极强的资源配置能力。”
她拿天地壹号举例，公司此前合作的盖厂、罐厂都在外地，恰恰因为天地壹号的资源配置能力，不少上下游的企业选择到江门设厂。“江门的基础设施越来越好，政府也越来越重视产业集群效应，公司愿意配合去做一些产业链上下游的延伸，吸引更多相关企业落户江门，达到一种集聚效应。”
而在涂鋆看来，江门要做强做大“5+N”产业集群，还要借助外脑、外力。“本地企业要成长为行业龙头有很多方面的因素需要考量，这个过程就像一场汽车拉力赛。能否脱颖而出，除了看赛车(企业)，也要看车手(企业家)，投资机构则是拉力赛中的领航员。”
他所在的产业基金团队深耕江门制造产业近10年。2020年，毅达资本在江门成立了3亿元人民币的毅达汇邑基金，重点投资于江门市新材料和高端装备制造等产业。
“从未来区域产业链的发展要素来看，创新资本的能力将是关键。创新资本的发展，将带来人才、技术和产业的聚集。”涂鋆说。
据了解，恒健控股公司也在江门市合作设立了产业发展投资基金，推动广东省、江门市两级国资有效联动，以母基金为形式形成对社会资本、产业的引领带动，实现存量优化、增量带动，助力江门构建现代产业体系。
江门市金融局相关负责人表示，江门将把扶持上市公司与“链长制”工作相结合，开展产业链精准招商，支持上市公司成为江门“5+N”产业集群的“链主”企业，增强优势产业集群竞争力。“江门要通过‘金种子’培育‘金梧桐’，引来金凤凰，最终打造几条有竞争力的‘金链’。”
",1,143
78,78,688148,2021-04-06 17:20:44,http://finance.eastmoney.com/a/202104061873483352.html,中国宝安：目前子公司贝特瑞持有芳源环保4803万股,"

有投资者在投资者互动平台提问：董秘：您好！ 请问公司子公司贝特瑞是芳源环保公司的第二大股东，广州日信宝安新材料产业投资中心是前十大股东，请问贵公司间接持有多少芳源环保股份？谢谢！
中国宝安(000009.SZ)4月6日在投资者互动平台表示，感谢您的关注。目前贝特瑞持有芳源环保4,803万股，广州日信宝安新材料产业投资中心持有芳源环保1,354万股。
",1,5
79,79,688148,2021-03-27 14:13:20,http://finance.eastmoney.com/a/202103271861569736.html,贝特瑞2020年净利下滑25.79% 利息支出有所增加,"挖贝网3月27日，贝特瑞(835185)近日发布2020年度报告，报告期内公司实现营业收入4,451,752,877.06元，同比增长1.41%；归属于挂牌公司股东的净利润494,513,815.31元，同比下滑25.79%。
报告期内经营活动产生的现金流量净额为676,846,030.64元，截至2020年末归属于挂牌公司股东的净资产6,200,538,251.10元。
期内财务费用108,522,579.56元，同比增长35.53%。主要由于：本期人民币对美元汇率大幅波动，影响汇兑损益，同时公司部分在建工程转固定资产、对应在建工程的资本化借款利息计入损益，导致利息支出有所增加。
期内投资收益30,043,504.30元，上年同期为219,255,417.01元，同比下降86.30%。主要由于：2020年发生股权转让较少，2019年处置长期股权投资产生的投资收益主要系处置原子公司山西贝特瑞部分股权获得收益145,414,239.96元；处置联营企业芳源环保部分股权获得收益50,338,370.19元；处置原联营企业宣城研一新能源科技有限公司全部股权获得收益21,001,083.84元。
挖贝网资料显示，贝特瑞是一家专业从事锂离子电池正、负极材料的研发、生产和销售的国家高新技术企业。
",1,15
80,80,688148,2021-03-19 08:19:55,http://stock.eastmoney.com/a/202103191850136956.html,科创板受理企业进度表：1家企业审核状态变更为终止,"截至3月18日，上交所科创板累计受理企业达547家，项目进度显示，当日有2家企业审核状态由上市委会议通过更新为提交注册；有1家企业审核状态由已问询更新为终止。(数据宝)
科创板受理企业动态

",1,3
81,81,688148,2021-03-04 08:39:02,http://finance.eastmoney.com/a/202103041829563781.html,科创板受理企业进度表：4家企业审核状态变更为注册生效,"截至3月3日，上交所科创板累计受理企业达541家，项目进度显示，当日有4家企业审核状态由提交注册更新为注册生效。(数据宝)
科创板受理企业动态

",1,1
